Id,CreatedDate,ApexClass__c,RequestUrl__c,RequestBody__c,ResponseBody__c
a12JO000000LxN2YAK,2026-05-07T09:52:05.000+0000,GdSaleApiControllerV1,/gd/v1/sale,"{""AccountId"":""1000"",""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""SaleNo__c"":""SAL202605070250"",""ActualPaymentAmount__c"":500000.0,""EndDate"":""20260507"",""SaleStatus__c"":""01"",""PromotionNo__c"":""PRO202604161041"",""OrderItem"":[{""SaleSeqNo__c"":""1"",""OrderNo__c"":null,""ProductCode"":""2A2600001"",""Quantity"":1,""isExclude"":false,""NetSalesUnitPrice__c"":500000.0000,""DiscountRate__c"":0.0000}],""TransactionJournal"":[{""DepositNo__c"":""DEP202605070312"",""DeposiSeqNo__c"":""1"",""ActivityDate"":""20260507"",""PaymentMethod"":""01"",""DepositType__c"":""02"",""TransactionAmount"":500000.0000,""CouponNo"":"""",""OrderNo__c"":null}]}","{
  ""success"" : true,
  ""message"" : ""판매 등록 완료"",
  ""data"" : {
    ""CreditPointList"" : [ {
      ""TX_REMARK"" : ""구매포인트|11cJO000001BAZlYAO|2.00"",
      ""PT_TARGET"" : 10000.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:52:05"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-07 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-07"",
      ""DT_DESTROY_PLAN"" : ""2028-05-08"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048dJYAQ"",
      ""AM_SAL"" : 500000.0
    }, {
      ""TX_REMARK"" : ""사은포인트|11cJO000001BAY9YAO|3.00"",
      ""PT_TARGET"" : 15000.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:52:05"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-07 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-07"",
      ""DT_DESTROY_PLAN"" : ""2028-05-08"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048dKYAQ"",
      ""AM_SAL"" : 500000.0
    } ],
    ""oiList"" : [ {
      ""attributes"" : {
        ""type"" : ""OrderItem"",
        ""url"" : ""/services/data/v66.0/sobjects/OrderItem/802JO0000052FzQYAU""
      },
      ""OrderId"" : ""801JO00000I9SnjYAF"",
      ""PricebookEntryId"" : ""01uJO000001R0w4YAC"",
      ""Quantity"" : 1,
      ""UnitPrice"" : 500000,
      ""SaleSeqNo__c"" : ""1"",
      ""SaleItemNo__c"" : ""801JO00000I9SnjYAF-1"",
      ""IsExclude__c"" : false,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""DiscountRate__c"" : 0.0000,
      ""Id"" : ""802JO0000052FzQYAU""
    } ],
    ""storeType"" : ""09"",
    ""storeTypeFour"" : ""NULL"",
    ""orderId"" : ""801JO00000I9SnjYAF"",
    ""TransactionJournal"" : [ {
      ""OrderNo__c"" : null,
      ""CouponNo"" : """",
      ""TransactionAmount"" : 500000.0000,
      ""DepositType__c"" : ""02"",
      ""PaymentMethod"" : ""01"",
      ""ActivityDate"" : ""20260507"",
      ""DeposiSeqNo__c"" : ""1"",
      ""DepositNo__c"" : ""DEP202605070312""
    } ],
    ""OrderItem"" : [ {
      ""DiscountRate__c"" : 0.0000,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""isExclude"" : false,
      ""Quantity"" : 1,
      ""ProductCode"" : ""2A2600001"",
      ""OrderNo__c"" : null,
      ""SaleSeqNo__c"" : ""1""
    } ],
    ""PromotionNo__c"" : ""PRO202604161041"",
    ""SaleStatus__c"" : ""01"",
    ""EndDate"" : ""20260507"",
    ""ActualPaymentAmount__c"" : 500000.0,
    ""SaleNo__c"" : ""SAL202605070250"",
    ""MemberNo__c"" : ""123002600463"",
    ""StoreCode__c"" : ""99998"",
    ""AccountId"" : ""1000""
  },
  ""code"" : 200
}"
a12JO000000LyUDYA0,2026-05-07T09:53:02.000+0000,GdPointHelpApiControllerV1,/gd/v1/point/help,"{""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""Type"":null,""PromotionNo__c"":""PRO202604161041"",""OrderDate"":""20260507"",""SaleNo__c"":""""}","{
  ""success"" : true,
  ""message"" : ""포인트 적용 조회 성공"",
  ""data"" : {
    ""pointList"" : [ {
      ""points"" : 10000,
      ""CD_TYPE_POINT"" : ""01""
    }, {
      ""points"" : 39666,
      ""CD_TYPE_POINT"" : ""04""
    }, {
      ""points"" : 15000,
      ""CD_TYPE_POINT"" : ""06""
    } ]
  },
  ""code"" : 200
}"
a12JO000000LyVsYAK,2026-05-07T09:53:12.000+0000,GdSaleApiControllerV1,/gd/v1/sale,"{""AccountId"":""1000"",""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""SaleNo__c"":""SAL202605070252"",""ActualPaymentAmount__c"":500000.0,""EndDate"":""20260507"",""SaleStatus__c"":""01"",""PromotionNo__c"":""PRO202604161041"",""OrderItem"":[{""SaleSeqNo__c"":""1"",""OrderNo__c"":null,""ProductCode"":""2A2600001"",""Quantity"":1,""isExclude"":false,""NetSalesUnitPrice__c"":500000.0000,""DiscountRate__c"":0.0000}],""TransactionJournal"":[{""DepositNo__c"":""DEP202605070314"",""DeposiSeqNo__c"":""1"",""ActivityDate"":""20260507"",""PaymentMethod"":""81"",""DepositType__c"":""02"",""TransactionAmount"":64000.0000,""CouponNo"":"""",""OrderNo__c"":null},{""DepositNo__c"":""DEP202605070314"",""DeposiSeqNo__c"":""2"",""ActivityDate"":""20260507"",""PaymentMethod"":""01"",""DepositType__c"":""02"",""TransactionAmount"":436000.0000,""CouponNo"":"""",""OrderNo__c"":null}]}","{
  ""success"" : true,
  ""message"" : ""판매 등록 완료"",
  ""data"" : {
    ""CreditPointList"" : [ {
      ""TX_REMARK"" : ""구매포인트|11cJO000001BAZlYAO|2.00"",
      ""PT_TARGET"" : 8720.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:53:12"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-07 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-07"",
      ""DT_DESTROY_PLAN"" : ""2028-05-08"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048eyYAA"",
      ""AM_SAL"" : 500000.0
    }, {
      ""TX_REMARK"" : ""사은포인트|11cJO000001BAY9YAO|3.00"",
      ""PT_TARGET"" : 13080.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:53:12"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-07 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-07"",
      ""DT_DESTROY_PLAN"" : ""2028-05-08"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048ezYAA"",
      ""AM_SAL"" : 500000.0
    } ],
    ""DebitPointList"" : [ {
      ""PT_USE"" : 15000.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070252"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:53:11"",
      ""CD_TYPE_POINT"" : ""06"",
      ""CD_RESON"" : ""1"",
      ""CD_LEDGER"" : ""05wJO00000048evYAA"",
      ""CD_JOURNAL"" : ""05wJO00000048dKYAQ"",
      ""AM_SAL"" : 500000.0
    }, {
      ""PT_USE"" : 9334.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070252"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:53:11"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_RESON"" : ""1"",
      ""CD_LEDGER"" : ""05wJO00000048ewYAA"",
      ""CD_JOURNAL"" : ""05wJO00000048dJYAQ"",
      ""AM_SAL"" : 500000.0
    }, {
      ""PT_USE"" : 39666.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070252"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:53:11"",
      ""CD_TYPE_POINT"" : ""04"",
      ""CD_RESON"" : ""1"",
      ""CD_LEDGER"" : ""05wJO00000048exYAA"",
      ""CD_JOURNAL"" : ""05wJO00000044UuYAI"",
      ""AM_SAL"" : 500000.0
    } ],
    ""oiList"" : [ {
      ""attributes"" : {
        ""type"" : ""OrderItem"",
        ""url"" : ""/services/data/v66.0/sobjects/OrderItem/802JO0000052IsPYAU""
      },
      ""OrderId"" : ""801JO00000I9VteYAF"",
      ""PricebookEntryId"" : ""01uJO000001R0w4YAC"",
      ""Quantity"" : 1,
      ""UnitPrice"" : 500000,
      ""SaleSeqNo__c"" : ""1"",
      ""SaleItemNo__c"" : ""801JO00000I9VteYAF-1"",
      ""IsExclude__c"" : false,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""DiscountRate__c"" : 0.0000,
      ""Id"" : ""802JO0000052IsPYAU""
    } ],
    ""storeType"" : ""09"",
    ""storeTypeFour"" : ""NULL"",
    ""orderId"" : ""801JO00000I9VteYAF"",
    ""TransactionJournal"" : [ {
      ""OrderNo__c"" : null,
      ""CouponNo"" : """",
      ""TransactionAmount"" : 64000.0000,
      ""DepositType__c"" : ""02"",
      ""PaymentMethod"" : ""81"",
      ""ActivityDate"" : ""20260507"",
      ""DeposiSeqNo__c"" : ""1"",
      ""DepositNo__c"" : ""DEP202605070314""
    }, {
      ""OrderNo__c"" : null,
      ""CouponNo"" : """",
      ""TransactionAmount"" : 436000.0000,
      ""DepositType__c"" : ""02"",
      ""PaymentMethod"" : ""01"",
      ""ActivityDate"" : ""20260507"",
      ""DeposiSeqNo__c"" : ""2"",
      ""DepositNo__c"" : ""DEP202605070314""
    } ],
    ""OrderItem"" : [ {
      ""DiscountRate__c"" : 0.0000,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""isExclude"" : false,
      ""Quantity"" : 1,
      ""ProductCode"" : ""2A2600001"",
      ""OrderNo__c"" : null,
      ""SaleSeqNo__c"" : ""1""
    } ],
    ""PromotionNo__c"" : ""PRO202604161041"",
    ""SaleStatus__c"" : ""01"",
    ""EndDate"" : ""20260507"",
    ""ActualPaymentAmount__c"" : 500000.0,
    ""SaleNo__c"" : ""SAL202605070252"",
    ""MemberNo__c"" : ""123002600463"",
    ""StoreCode__c"" : ""99998"",
    ""AccountId"" : ""1000""
  },
  ""code"" : 200
}"
a12JO000000LwvSYAS,2026-05-07T09:55:05.000+0000,GdSaleDepositApiControllerV1,"{""DeposiSeqNo__c"":""2"",""DepositNo__c"":""DEP202605070314""}",,"{
  ""success"" : true,
  ""message"" : ""판매 입금 삭제 삭제 완료"",
  ""data"" : {
    ""CancelCoupon"" : null,
    ""CancelPointsCreditedList"" : [ {
      ""PT_USE"" : 8720.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070252"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:55:05"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_RESON"" : null,
      ""CD_LEDGER"" : ""05wJO00000048jlYAA"",
      ""CD_JOURNAL"" : ""05wJO00000048eyYAA"",
      ""AM_SAL"" : null
    }, {
      ""PT_USE"" : 13080.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070252"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:55:05"",
      ""CD_TYPE_POINT"" : ""06"",
      ""CD_RESON"" : null,
      ""CD_LEDGER"" : ""05wJO00000048jmYAA"",
      ""CD_JOURNAL"" : ""05wJO00000048ezYAA"",
      ""AM_SAL"" : null
    } ],
    ""CancelPointList"" : null
  },
  ""code"" : 200
}"
a12JO000000LvksYAC,2026-05-07T09:56:15.000+0000,GdSaleDepositApiControllerV1,"{""DeposiSeqNo__c"":""1"",""DepositNo__c"":""DEP202605070312""}",,"{
  ""success"" : true,
  ""message"" : ""판매 입금 삭제 삭제 완료"",
  ""data"" : {
    ""CancelCoupon"" : null,
    ""CancelPointsCreditedList"" : [ {
      ""PT_USE"" : 10000.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070250"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:56:15"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_RESON"" : null,
      ""CD_LEDGER"" : ""05wJO00000048mzYAA"",
      ""CD_JOURNAL"" : ""05wJO00000048dJYAQ"",
      ""AM_SAL"" : null
    }, {
      ""PT_USE"" : 15000.00,
      ""NO_SAL_RTN"" : null,
      ""NO_SAL"" : ""SAL202605070250"",
      ""NO_MBR"" : ""123002600463"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:56:15"",
      ""CD_TYPE_POINT"" : ""06"",
      ""CD_RESON"" : null,
      ""CD_LEDGER"" : ""05wJO00000048n0YAA"",
      ""CD_JOURNAL"" : ""05wJO00000048dKYAQ"",
      ""AM_SAL"" : null
    } ],
    ""CancelPointList"" : null
  },
  ""code"" : 200
}"
a12JO000000LyCaYAK,2026-05-07T09:57:30.000+0000,GdSaleApiControllerV1,/gd/v1/sale,"{""AccountId"":""1000"",""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""SaleNo__c"":""SAL202605010379"",""ActualPaymentAmount__c"":500000.0,""EndDate"":""20260501"",""SaleStatus__c"":""01"",""PromotionNo__c"":""PRO202604161041"",""OrderItem"":[{""SaleSeqNo__c"":""1"",""OrderNo__c"":null,""ProductCode"":""2A2600001"",""Quantity"":1,""isExclude"":false,""NetSalesUnitPrice__c"":500000.0000,""DiscountRate__c"":0.0000}],""TransactionJournal"":[{""DepositNo__c"":""DEP202605070317"",""DeposiSeqNo__c"":""1"",""ActivityDate"":""20260501"",""PaymentMethod"":""01"",""DepositType__c"":""02"",""TransactionAmount"":500000.0000,""CouponNo"":"""",""OrderNo__c"":null}]}","{
  ""success"" : true,
  ""message"" : ""판매 등록 완료"",
  ""data"" : {
    ""CreditPointList"" : [ {
      ""TX_REMARK"" : ""구매포인트|11cJO000001BAZlYAO|2.00"",
      ""PT_TARGET"" : 10000.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:57:30"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-01 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-01"",
      ""DT_DESTROY_PLAN"" : ""2028-05-02"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048WsYAI"",
      ""AM_SAL"" : 500000.0
    }, {
      ""TX_REMARK"" : ""사은포인트|11cJO000001BAY9YAO|3.00"",
      ""PT_TARGET"" : 15000.00,
      ""NO_SAL"" : null,
      ""NO_PROM_MBR"" : ""PRO202604161041"",
      ""NO_MBR"" : ""123002600463"",
      ""NO_GRADE_ADVAN"" : ""04"",
      ""ID_INSERT"" : null,
      ""DTS_INSERT"" : ""2026-05-07 18:57:30"",
      ""DT_SAVE_PLAN"" : null,
      ""DT_LIMIT_START"" : ""2026-05-01 09:00:00"",
      ""DT_LIMIT_END"" : ""2028-05-01"",
      ""DT_DESTROY_PLAN"" : ""2028-05-02"",
      ""CD_TYPE_SAVE"" : ""Credit"",
      ""CD_TYPE_POINT"" : ""01"",
      ""CD_JOURNAL"" : ""05wJO00000048WtYAI"",
      ""AM_SAL"" : 500000.0
    } ],
    ""oiList"" : [ {
      ""attributes"" : {
        ""type"" : ""OrderItem"",
        ""url"" : ""/services/data/v66.0/sobjects/OrderItem/802JO0000052ISdYAM""
      },
      ""OrderId"" : ""801JO00000I9VVPYA3"",
      ""PricebookEntryId"" : ""01uJO000001R0w4YAC"",
      ""Quantity"" : 1,
      ""UnitPrice"" : 500000,
      ""SaleSeqNo__c"" : ""1"",
      ""SaleItemNo__c"" : ""801JO00000I9VVPYA3-1"",
      ""IsExclude__c"" : false,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""DiscountRate__c"" : 0.0000,
      ""Id"" : ""802JO0000052ISdYAM""
    } ],
    ""storeType"" : ""09"",
    ""storeTypeFour"" : ""NULL"",
    ""orderId"" : ""801JO00000I9VVPYA3"",
    ""TransactionJournal"" : [ {
      ""OrderNo__c"" : null,
      ""CouponNo"" : """",
      ""TransactionAmount"" : 500000.0000,
      ""DepositType__c"" : ""02"",
      ""PaymentMethod"" : ""01"",
      ""ActivityDate"" : ""20260501"",
      ""DeposiSeqNo__c"" : ""1"",
      ""DepositNo__c"" : ""DEP202605070317""
    } ],
    ""OrderItem"" : [ {
      ""DiscountRate__c"" : 0.0000,
      ""NetSalesUnitPrice__c"" : 500000.0000,
      ""isExclude"" : false,
      ""Quantity"" : 1,
      ""ProductCode"" : ""2A2600001"",
      ""OrderNo__c"" : null,
      ""SaleSeqNo__c"" : ""1""
    } ],
    ""PromotionNo__c"" : ""PRO202604161041"",
    ""SaleStatus__c"" : ""01"",
    ""EndDate"" : ""20260501"",
    ""ActualPaymentAmount__c"" : 500000.0,
    ""SaleNo__c"" : ""SAL202605010379"",
    ""MemberNo__c"" : ""123002600463"",
    ""StoreCode__c"" : ""99998"",
    ""AccountId"" : ""1000""
  },
  ""code"" : 200
}"
a12JO000000LynZYAS,2026-05-07T09:58:42.000+0000,GdPointHelpApiControllerV1,/gd/v1/point/help,"{""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""Type"":null,""PromotionNo__c"":""PRO202604161041"",""OrderDate"":""20260503"",""SaleNo__c"":""""}","{
  ""success"" : true,
  ""message"" : ""포인트 적용 조회 성공"",
  ""data"" : {
    ""pointList"" : [ {
      ""points"" : 19334,
      ""CD_TYPE_POINT"" : ""01""
    }, {
      ""points"" : 79332,
      ""CD_TYPE_POINT"" : ""04""
    }, {
      ""points"" : 30000,
      ""CD_TYPE_POINT"" : ""06""
    } ]
  },
  ""code"" : 200
}"
a12JO000000Lw2dYAC,2026-05-07T09:59:01.000+0000,GdPointHelpApiControllerV1,/gd/v1/point/help,"{""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""Type"":null,""PromotionNo__c"":""PRO202604161041"",""OrderDate"":""20260503"",""SaleNo__c"":""""}","{
  ""success"" : true,
  ""message"" : ""포인트 적용 조회 성공"",
  ""data"" : {
    ""pointList"" : [ {
      ""points"" : 19334,
      ""CD_TYPE_POINT"" : ""01""
    }, {
      ""points"" : 79332,
      ""CD_TYPE_POINT"" : ""04""
    }, {
      ""points"" : 30000,
      ""CD_TYPE_POINT"" : ""06""
    } ]
  },
  ""code"" : 200
}"
a12JO000000LwsEYAS,2026-05-07T09:59:43.000+0000,GdPointHelpApiControllerV1,/gd/v1/point/help,"{""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""Type"":null,""PromotionNo__c"":""PRO202604161041"",""OrderDate"":""20260503"",""SaleNo__c"":""""}","{
  ""success"" : true,
  ""message"" : ""포인트 적용 조회 성공"",
  ""data"" : {
    ""pointList"" : [ {
      ""points"" : 19334,
      ""CD_TYPE_POINT"" : ""01""
    }, {
      ""points"" : 79332,
      ""CD_TYPE_POINT"" : ""04""
    }, {
      ""points"" : 30000,
      ""CD_TYPE_POINT"" : ""06""
    } ]
  },
  ""code"" : 200
}"
a12JO000000LysPYAS,2026-05-07T10:00:00.000+0000,GdPointHelpApiControllerV1,/gd/v1/point/help,"{""StoreCode__c"":""99998"",""MemberNo__c"":""123002600463"",""Type"":null,""PromotionNo__c"":""PRO202604161041"",""OrderDate"":""20260503"",""SaleNo__c"":""""}","{
  ""success"" : true,
  ""message"" : ""포인트 적용 조회 성공"",
  ""data"" : {
    ""pointList"" : [ {
      ""points"" : 19334,
      ""CD_TYPE_POINT"" : ""01""
    }, {
      ""points"" : 79332,
      ""CD_TYPE_POINT"" : ""04""
    }, {
      ""points"" : 30000,
      ""CD_TYPE_POINT"" : ""06""
    } ]
  },
  ""code"" : 200
}"
